
Configuration FH_rang_c=0.945_n=100
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg




Configuration E_rang_c=0.945_n=100_const=1
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 5 167.335 0.100504 5 1.24907 2 0.858692 4.8 3.05102 3.125 3 0.906278 5 58.0177 3 31.1301 0.48 1 0.48 1 0.48 0.52 1 0.52 1 0.52
2 5 167.335 0.100504 5 1.30107 1 0.760564 5 3.07055 3.04 3 0.0816104 5 63.913 2 29.4444 0.48 2 0.49 1 0.481667 0.51 1 0.52 2 0.518333
3 5 167.335 0.100504 5 1.30276 2 0.820855 4.66667 3.15428 2.85714 3 0.343818 5 62.0398 2 30.8998 0.48 2 0.49 1 0.481667 0.51 1 0.52 2 0.518333
4 5 167.335 0.100504 5 1.23688 2 0.717589 5 3.07055 3.04 3 0.0974485 5 70.9708 2 29.664 0.48 1 0.48 1 0.48 0.52 1 0.52 1 0.52
5 4 167.335 0.443893 4 1.32892 1 0.893443 4.83333 3.71525 2.7931 3 2.76117 4 66.1979 2 36.5949 0.48 1 0.48 1 0.48 0.52 1 0.52 1 0.52
6 5 167.335 0.100504 5 1.34597 1 0.728486 4.83333 3.16791 2.75862 3 0.174306 5 58.5023 1 28.2197 0.48 1 0.48 1 0.48 0.52 1 0.52 1 0.52
7 6 167.335 0 5 1.35917 1 0.654833 4.83333 2.80979 2.7931 3 0 5 62.0394 2 24.6501 0.46 1 0.49 5 0.478571 0.51 5 0.54 1 0.521429
8 5 167.335 0.100504 5 1.27026 1 0.736673 5 3.07055 3.04 3 0.0166501 5 66.6319 2 29.5375 0.48 2 0.51 1 0.485 0.49 1 0.52 2 0.515
9 5 167.335 0.100504 5 1.35194 1 0.786024 4.83333 3.17175 2.7931 3 0.433703 5 62.5579 2 29.7568 0.48 1 0.48 1 0.48 0.52 1 0.52 1 0.52
10 5 167.335 0.100504 5 1.32089 2 0.787647 4.83333 3.17175 2.7931 3 0.707913 5 67.9218 2 30.9996 0.48 2 0.5 1 0.483333 0.5 1 0.52 2 0.516667




Configuration E_rang_c=0.955_n=100_const=1
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 5 167.335 0.229336 5 1.1067 2 0.817246 4.2 2.94745 2.95238 3 4.59037 5 52.0043 3 31.1301 0.54 2 0.57 1 0.545 0.43 1 0.46 2 0.455
2 5 167.335 0.174806 5 1.09151 1 0.726716 4 2.932 3.05 3 0.696586 5 59.4927 2 29.4444 0.54 1 0.54 1 0.54 0.46 1 0.46 1 0.46
3 6 167.335 0.100504 6 1.15751 2 0.676414 4.2 2.62753 3 3 0.343818 6 52.7716 2 25.7498 0.52 1 0.54 2 0.537143 0.46 2 0.48 1 0.462857
4 6 167.335 0.100504 6 1.11249 2 0.594425 4.25 2.5418 3.23529 3 0.0494551 6 63.5512 2 24.72 0.54 2 0.56 1 0.542857 0.44 1 0.46 2 0.457143
5 6 167.335 0.100504 6 1.17653 1 0.629492 4.25 2.5418 3.23529 3 0.113129 6 61.3956 2 24.3966 0.51 1 0.54 2 0.535714 0.46 2 0.49 1 0.464286
6 5 167.335 0.22158 5 1.16653 1 0.75341 4.2 2.95211 3 3 1.05849 5 53.6545 2 28.2197 0.52 1 0.54 2 0.536667 0.46 2 0.48 1 0.463333
7 6 167.335 0.100504 6 1.12064 1 0.678076 4.25 2.5418 3.23529 3 0.289559 6 57.1427 2 24.6501 0.52 1 0.55 6 0.538571 0.45 6 0.48 1 0.461429
8 6 167.335 0.100504 6 1.08533 1 0.608286 4.2 2.62669 3 3 0.0166501 6 60.4856 2 24.6146 0.54 2 0.55 1 0.541429 0.45 1 0.46 2 0.458571
9 6 167.335 0.100504 6 1.08014 2 0.656895 4.25 2.5418 3.23529 3 0.433703 6 56.4504 2 24.7974 0.54 2 0.55 1 0.542857 0.45 1 0.46 2 0.457143
10 6 167.335 0.100504 6 1.164 2 0.666143 4.25 2.53722 3.17647 3 0.330456 6 55.5593 2 25.833 0.54 1 0.55 3 0.542857 0.45 3 0.46 1 0.457143




Configuration E_rang_c=0.979_n=100_const=1
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 10 167.335 0.100504 10 0.56594 4 0.385239 2.33333 1.69998 1.77419 5 1.0819 10 30.0342 5 15.565 0.75 1 0.75 1 0.75 0.25 1 0.25 1 0.25
2 13 167.335 0 10 0.592481 3 0.284274 2 1.50939 1.60976 6 0 10 32.4635 3 11.3248 0.74 3 0.76 1 0.75 0.24 1 0.26 3 0.25
3 10 167.335 0.100504 10 0.58463 4 0.399406 2.5 1.67025 1.55556 6 0.343818 10 30.4141 4 15.4499 0.75 2 0.8 1 0.754545 0.2 1 0.25 2 0.245455
4 11 167.335 0 10 0.566878 3 0.303626 2.33333 1.63639 1.77419 5 0 10 34.6629 3 13.4836 0.75 2 0.78 1 0.7525 0.22 1 0.25 2 0.2475
5 10 167.335 0.100504 10 0.583344 3 0.343136 2.5 1.67514 1.53191 6 0.159241 10 35.2598 3 14.638 0.75 2 0.78 1 0.752727 0.22 1 0.25 2 0.247273
6 10 167.335 0.100504 10 0.582893 2 0.375879 2.5 1.66778 1.56818 6 0.21861 10 30.4822 2 14.1099 0.75 2 0.77 1 0.751818 0.23 1 0.25 2 0.248182
7 11 167.335 0 10 0.576466 2 0.355471 2.5 1.60925 1.55556 6 0 10 31.241 3 13.4455 0.75 1 0.75 1 0.75 0.25 1 0.25 1 0.25
8 10 167.335 0.100504 10 0.581361 3 0.356438 2.5 1.67018 1.55556 6 0.0166501 10 32.7305 3 14.7688 0.73 1 0.75 2 0.748182 0.25 2 0.27 1 0.251818
9 11 167.335 0 10 0.58533 3 0.346529 2.5 1.61591 1.52083 6 0 10 31.5074 3 13.5258 0.74 11 0.78 1 0.751667 0.22 1 0.26 11 0.248333
10 10 167.335 0.100504 10 0.577565 3 0.37953 2.5 1.67096 1.52174 6 0.261604 10 32.6492 4 15.4998 0.71 1 0.75 2 0.746364 0.25 2 0.29 1 0.253636




Configuration E_rang_c=0.945_n=500_const=1
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 3 167.335 0.301084 3 3.25946 1 1.59083 14.1786 14.4793 14.1786 2 0.656245 3 108.488 1 50.4859 0.148 1 0.154 2 0.1515 0.846 2 0.852 1 0.8485
2 3 167.335 0.497696 3 3.20497 1 1.63874 14.5185 14.2647 14.5185 2 0.826203 3 109.025 1 50.3386 0.152 1 0.154 3 0.1525 0.846 3 0.848 1 0.8475
3 3 167.335 0.357466 3 3.18792 1 1.57253 14.5185 14.2647 14.5185 2 0.680107 3 111.232 1 50.2046 0.152 1 0.154 3 0.1525 0.846 3 0.848 1 0.8475
4 3 167.335 0.324197 3 3.26895 1 1.63291 14.2143 14.4902 14.2143 2 0.668025 3 104.107 1 50.497 0.152 1 0.154 2 0.1535 0.846 2 0.848 1 0.8465
5 3 167.335 0.504863 3 2.99713 1 1.51989 14.5185 14.2647 14.5185 2 1.23531 3 116.404 1 49.2208 0.152 2 0.158 1 0.1545 0.842 1 0.848 2 0.8455
6 3 167.335 0.382159 3 3.26915 1 1.61187 14.1786 14.4793 14.1786 2 0.541771 3 108.356 1 50.3389 0.15 1 0.154 2 0.153 0.846 2 0.85 1 0.847
7 3 167.335 0.440782 3 3.14412 1 1.72391 14.2143 14.4902 14.2143 2 1.96824 3 99.4563 1 50.2748 0.15 1 0.154 3 0.152 0.846 3 0.85 1 0.848
8 3 167.335 0.458929 3 3.13688 1 1.54984 14.2143 14.4902 14.2143 2 0.379029 3 111.428 1 49.5584 0.152 2 0.154 1 0.1535 0.846 1 0.848 2 0.8465
9 3 167.335 0.461698 3 3.01945 1 1.52061 14.1786 14.4793 14.1786 2 0.805271 3 113.877 1 49.0767 0.154 2 0.156 1 0.1545 0.844 1 0.846 2 0.8455
10 3 167.335 0.499812 3 3.34656 1 1.63645 14.2143 14.4902 14.2143 2 1.43417 3 110.633 1 50.9036 0.15 1 0.154 3 0.1525 0.846 3 0.85 1 0.8475




Configuration E_rang_c=0.955_n=500_const=1
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 3 167.335 0.408393 3 3.05275 1 1.56806 14.2174 12.9155 14.2174 2 1.65236 3 101.608 1 50.4859 0.17 1 0.18 2 0.1775 0.82 2 0.83 1 0.8225
2 3 167.335 0.585599 3 3.01713 1 1.61849 14.4545 12.6756 14.4545 2 1.6788 3 102.635 1 50.3386 0.176 1 0.18 2 0.1785 0.82 2 0.824 1 0.8215
3 3 167.335 0.472901 3 2.97546 1 1.54512 14.2174 12.9155 14.2174 2 1.52 3 103.819 1 50.2046 0.18 2 0.184 1 0.181 0.816 1 0.82 2 0.819
4 3 167.335 0.449828 3 3.01452 1 1.61447 14.5 12.6891 14.5 2 1.82765 3 96.0039 1 50.497 0.178 1 0.18 2 0.1795 0.82 2 0.822 1 0.8205
5 3 167.335 0.674519 3 2.85477 1 1.53123 14.1739 12.9026 14.1739 2 2.20755 3 110.875 1 49.2208 0.176 1 0.18 2 0.1785 0.82 2 0.824 1 0.8215
6 3 167.335 0.520317 3 3.05459 1 1.61139 14.2174 12.9155 14.2174 2 1.14237 3 101.244 1 50.3389 0.172 1 0.18 2 0.178 0.82 2 0.828 1 0.822
7 3 167.335 0.574399 3 2.93759 1 1.6984 14.2174 12.9155 14.2174 2 4.03451 3 92.9233 1 50.2748 0.18 1 0.18 1 0.18 0.82 1 0.82 1 0.82
8 3 167.335 0.602017 3 2.93967 1 1.55907 14.4545 12.6756 14.4545 2 0.792681 3 104.423 1 49.5584 0.18 1 0.18 1 0.18 0.82 1 0.82 1 0.82
9 3 167.335 0.66956 3 2.84147 1 1.54044 14.5 12.6891 14.5 2 1.5654 3 107.165 1 49.0767 0.178 4 0.182 1 0.18 0.818 1 0.822 4 0.82
10 3 167.335 0.724117 3 3.07191 1 1.6394 14.5 12.6891 14.5 2 2.75628 3 101.553 1 50.9036 0.178 4 0.184 1 0.1805 0.816 1 0.822 4 0.8195




Configuration E_rang_c=0.979_n=500_const=1
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 4 167.335 0.210129 4 2.09417 1 1.14456 9.45455 6.46425 4.27885 3 0.326655 4 69.7024 1 37.8644 0.31 1 0.318 4 0.3152 0.682 4 0.69 1 0.6848
2 4 167.335 0.361907 4 2.04965 1 1.14455 9.5 6.30316 4.55789 3 0.511814 4 69.7239 1 37.7539 0.316 1 0.318 2 0.3168 0.682 2 0.684 1 0.6832
3 5 167.335 0.0447661 5 2.06687 1 0.920612 9.6 5.25608 4.53125 3 0.00333003 5 72.1165 1 30.1228 0.314 1 0.318 4 0.316 0.682 4 0.686 1 0.684
4 4 167.335 0.250535 4 2.06732 1 1.16566 9.5 6.30512 4.56842 3 0.393379 4 69.6929 2 37.8727 0.316 3 0.322 1 0.3184 0.678 1 0.684 3 0.6816
5 4 167.335 0.376687 4 2.06284 1 1.1436 9.5 6.30512 4.56842 3 0.736284 4 80.1177 1 36.9156 0.316 1 0.318 2 0.3168 0.682 2 0.684 1 0.6832
6 4 167.335 0.306545 4 2.06634 1 1.12972 9.6 6.32017 4.53125 3 0.324238 4 70.1736 2 37.7542 0.316 2 0.324 1 0.3184 0.676 1 0.684 2 0.6816
7 4 167.335 0.311528 4 2.05321 1 1.22883 9.45455 6.46425 4.27885 3 1.04782 4 64.9482 1 37.7061 0.316 1 0.318 2 0.3168 0.682 2 0.684 1 0.6832
8 4 167.335 0.323174 4 2.05995 1 1.08438 9.45455 6.46425 4.27885 3 0.202835 4 73.1738 1 37.1688 0.314 1 0.318 2 0.3168 0.682 2 0.686 1 0.6832
9 4 167.335 0.281855 4 2.03868 1 1.10109 9.6 6.31823 4.52083 3 0.545705 4 76.8878 1 36.8075 0.316 2 0.32 1 0.3176 0.68 1 0.684 2 0.6824
10 4 167.335 0.349117 4 2.06168 1 1.15308 9.45455 6.46425 4.27885 3 0.756875 4 72.2616 2 38.1777 0.314 1 0.318 4 0.3164 0.682 4 0.686 1 0.6836




Configuration E_rang_c=0.945_n=1000_const=1
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 3 167.335 0.213012 3 3.89922 1 1.76897 17.3636 24.4703 17.3636 2 0.232147 3 127.461 1 50.7368 0.083 1 0.089 2 0.0875 0.911 2 0.917 1 0.9125
2 3 167.335 0.211218 3 3.93148 1 1.71205 17.3636 24.4703 17.3636 2 0.079871 3 126.563 1 50.4975 0.089 1 0.089 1 0.089 0.911 1 0.911 1 0.911
3 3 167.335 0.214791 3 3.69866 1 1.58451 17.3636 24.4703 17.3636 2 0.0765741 3 131.555 1 49.8437 0.086 1 0.09 3 0.0885 0.91 3 0.914 1 0.9115
4 3 167.335 0.214791 3 3.94618 1 1.79286 17.3636 24.4703 17.3636 2 0.0765741 3 124.02 1 50.884 0.087 1 0.089 2 0.0885 0.911 2 0.913 1 0.9115
5 3 167.335 0.217072 3 3.76282 1 1.65932 17.3636 24.4703 17.3636 2 0.0749257 3 128.532 1 50.0589 0.087 1 0.089 2 0.0885 0.911 2 0.913 1 0.9115
6 3 167.335 0.213414 3 3.56303 1 1.62863 17.3818 24.4759 17.3818 2 0.149056 3 128.881 1 49.8134 0.089 2 0.092 1 0.08975 0.908 1 0.911 2 0.91025
7 3 167.335 0.212858 3 3.65597 1 1.66743 17.3636 24.4703 17.3636 2 0.0782226 3 126.579 1 50.0173 0.089 2 0.09 1 0.08925 0.91 1 0.911 2 0.91075
8 3 167.335 0.210294 3 3.82407 1 1.72845 17.3818 24.4759 17.3818 2 0.0765575 3 123.517 1 50.5724 0.089 1 0.089 1 0.089 0.911 1 0.911 1 0.911
9 3 167.335 0.214535 3 3.83087 1 1.65586 17.3818 24.4759 17.3818 2 0.0732606 3 130.647 1 50.3683 0.086 1 0.089 2 0.08825 0.911 2 0.914 1 0.91175
10 3 167.335 0.165763 3 3.72066 1 1.74952 17.3636 24.4703 17.3636 2 0.0959976 3 122.622 1 50.2517 0.085 1 0.089 2 0.088 0.911 2 0.915 1 0.912




Configuration E_rang_c=0.955_n=1000_const=1
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 3 167.335 0.36173 3 3.72343 1 1.73948 19.4222 21.8555 19.4222 2 0.709522 3 121.715 1 50.7368 0.105 2 0.107 1 0.1055 0.893 1 0.895 2 0.8945
2 3 167.335 0.360008 3 3.7505 1 1.71943 19.4444 21.8624 19.4444 2 0.23615 3 120.737 1 50.4975 0.104 2 0.105 1 0.10475 0.895 1 0.896 2 0.89525
3 3 167.335 0.374775 3 3.57109 1 1.61262 19.4444 21.8624 19.4444 2 0.211424 3 127.017 1 49.8437 0.104 2 0.105 1 0.10475 0.895 1 0.896 2 0.89525
4 3 167.335 0.364077 3 3.77111 1 1.78851 19.4222 21.8555 19.4222 2 0.217985 3 118.518 1 50.884 0.104 4 0.108 1 0.1055 0.892 1 0.896 4 0.8945
5 3 167.335 0.373413 3 3.61242 1 1.67046 19.4222 21.8555 19.4222 2 0.213072 3 123.394 1 50.0589 0.105 2 0.108 1 0.10575 0.892 1 0.895 2 0.89425
6 3 167.335 0.374395 3 3.46975 1 1.66531 19.4222 21.8555 19.4222 2 0.445241 3 125.507 1 49.8134 0.101 1 0.105 2 0.104 0.895 2 0.899 1 0.896
7 3 167.335 0.361714 3 3.5353 1 1.69613 19.4222 21.8555 19.4222 2 0.237815 3 122.401 1 50.0173 0.098 1 0.105 2 0.103 0.895 2 0.902 1 0.897
8 3 167.335 0.361714 3 3.67015 1 1.74701 19.4222 21.8555 19.4222 2 0.237815 3 118.545 1 50.5724 0.105 2 0.106 1 0.10525 0.894 1 0.895 2 0.89475
9 3 167.335 0.37969 3 3.68174 1 1.67584 19.4222 21.8555 19.4222 2 0.209792 3 125.561 1 50.3683 0.104 1 0.105 2 0.10475 0.895 2 0.896 1 0.89525
10 3 167.335 0.271565 3 3.58202 1 1.73889 19.4222 21.8555 19.4222 2 0.326544 3 118.053 1 50.2517 0.105 1 0.105 1 0.105 0.895 1 0.895 1 0.895




Configuration E_rang_c=0.979_n=1000_const=1
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 4 167.335 0.0316386 4 2.95248 1 1.32448 17.1429 10.4797 2.775 3 0.00494551 4 96.5133 1 38.0526 0.191 1 0.191 1 0.191 0.809 1 0.809 1 0.809
2 3 167.335 0.783166 3 2.95396 1 1.67627 17.0952 13.6269 2.78552 3 2.71676 3 95.0943 1 50.4975 0.188 1 0.191 2 0.19025 0.809 2 0.812 1 0.80975
3 4 167.335 0.0316386 4 2.88211 1 1.2471 17.1429 10.4797 2.775 3 0.00166501 4 102.512 1 37.3828 0.191 1 0.191 1 0.191 0.809 1 0.809 1 0.809
4 3 167.335 0.597865 3 2.96737 1 1.64245 17.1429 13.6402 2.77778 3 3.37909 3 93.2582 1 50.884 0.191 2 0.194 1 0.19175 0.806 1 0.809 2 0.80825
5 4 167.335 0.0316386 4 2.90514 1 1.21492 17.1429 10.4797 2.775 3 0.00166501 4 99.2347 1 37.5442 0.187 1 0.191 2 0.1902 0.809 2 0.813 1 0.8098
6 3 167.335 1.00537 3 2.84698 1 1.66848 17.0952 13.6269 2.78552 3 3.31232 3 102.981 1 49.8134 0.191 2 0.193 1 0.1915 0.807 1 0.809 2 0.8085
7 3 167.335 0.730022 3 2.85095 1 1.61895 17.0952 13.6269 2.78552 3 2.75379 3 98.707 1 50.0173 0.191 2 0.197 1 0.1925 0.803 1 0.809 2 0.8075
8 4 167.335 0.0316386 4 2.9241 1 1.26637 17.1429 10.4797 2.775 3 0.00166501 4 94.4479 1 37.9293 0.188 1 0.192 3 0.1906 0.808 3 0.812 1 0.8094
9 3 167.335 0.728 3 2.92521 1 1.613 17.1429 13.6402 2.77778 3 1.89226 3 99.7607 1 50.3683 0.191 2 0.194 1 0.19175 0.806 1 0.809 2 0.80825
10 3 167.335 0.843729 3 2.88997 1 1.7011 17.1429 13.6402 2.77778 3 5.15764 3 95.2447 1 50.2517 0.19 1 0.191 2 0.19075 0.809 2 0.81 1 0.80925




Configuration E_tour_t=2_n=100_const=1
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 10 167.335 0.100504 10 0.549168 7 0.420823 2 1.63396 1.5625 7 0.906278 10 26.028 7 15.565 0.65 3 0.75 10 0.688182 0.25 10 0.35 3 0.311818
2 10 167.335 0.175863 10 0.654066 4 0.451283 2 1.63165 1.48936 7 0.244831 10 32.4209 4 14.7222 0.65 1 0.76 11 0.69 0.24 11 0.35 1 0.31
3 9 167.335 0.175863 9 0.615731 6 0.459223 2 1.71193 1.8 6 1.03145 9 28.1719 6 17.1665 0.64 7 0.75 9 0.69 0.25 9 0.36 7 0.31
4 9 167.335 0.192955 9 0.596825 4 0.4415 2 1.71015 1.70968 6 0.245814 9 32.9128 4 16.48 0.66 1 0.75 10 0.682 0.25 10 0.34 1 0.318
5 9 167.335 0.20145 9 0.555132 4 0.451373 2 1.70721 1.72414 6 0.498628 9 31.6641 4 16.2644 0.65 2 0.8 10 0.695 0.2 10 0.35 2 0.305
6 10 167.335 0.100504 10 0.585313 6 0.45621 2 1.63091 1.45833 7 0.174306 10 28.8122 3 14.1099 0.67 4 0.78 10 0.695455 0.22 10 0.33 4 0.304545
7 8 167.335 0.351496 8 0.678443 7 0.531263 2 1.80579 1.86207 6 3.21268 8 32.1019 3 18.4876 0.63 7 0.74 9 0.67 0.26 9 0.37 7 0.33
8 9 167.335 0.127521 9 0.626282 3 0.434085 2 1.70915 1.76667 6 0.386578 9 34.4225 3 16.4097 0.63 3 0.77 10 0.69 0.23 10 0.37 3 0.31
9 9 167.335 0.200526 9 0.596309 7 0.476692 2 1.70906 1.7931 6 1.23561 9 27.3587 3 16.5316 0.65 2 0.75 10 0.692 0.25 10 0.35 2 0.308
10 9 167.335 0.292752 9 0.57396 6 0.453501 2 1.7018 1.55319 7 2.29939 9 27.9925 5 17.222 0.66 2 0.77 10 0.696 0.23 10 0.34 2 0.304




Configuration E_tour_t=4_n=100_const=1
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 5 167.335 0.351562 5 1.12563 3 0.85024 3.75 2.79739 3.33333 3 9.96906 5 49.0616 3 31.1301 0.42 3 0.7 5 0.543333 0.3 5 0.58 3 0.456667
2 5 167.335 0.274352 5 1.14979 2 0.812154 3.75 2.80372 3.33333 3 0.571273 5 61.6194 2 29.4444 0.43 2 0.69 5 0.533333 0.31 5 0.57 2 0.466667
3 5 167.335 0.204124 5 1.10894 2 0.808256 4 2.81267 1.95918 4 1.37527 5 55.4721 3 30.8998 0.45 1 0.7 6 0.543333 0.3 6 0.55 1 0.456667
4 5 167.335 0.32101 5 1.07088 1 0.759293 3.5 2.75511 2.09302 4 0.542544 5 59.6393 2 29.664 0.45 1 0.69 5 0.541667 0.31 5 0.55 1 0.458333
5 5 167.335 0.292282 5 1.14929 2 0.79559 3.75 2.82123 3.53333 3 0.951144 5 65.9181 2 29.2759 0.45 2 0.65 6 0.523333 0.35 6 0.55 2 0.476667
6 5 167.335 0.274352 5 1.13371 1 0.836853 4 2.81726 3.1875 3 1.22014 5 56.1529 2 28.2197 0.44 1 0.67 6 0.535 0.33 6 0.56 1 0.465
7 5 167.335 0.20408 5 1.07632 1 0.81635 4 2.83889 3.375 3 1.172 5 56.882 2 29.5801 0.45 1 0.69 6 0.546667 0.31 6 0.55 1 0.453333
8 5 167.335 0.333333 5 1.20258 2 0.80352 4 2.78853 1.95652 4 0.166501 5 65.0343 2 29.5375 0.43 2 0.68 5 0.538333 0.32 5 0.57 2 0.461667
9 5 167.335 0.310966 5 1.06274 2 0.814157 3.5 2.78466 1.89583 4 2.61387 5 54.5189 2 29.7568 0.45 1 0.67 6 0.541667 0.33 6 0.55 1 0.458333
10 5 167.335 0.294884 5 1.16003 2 0.815997 4 2.81568 3.1875 3 2.09283 5 55.1231 2 30.9996 0.45 1 0.64 6 0.523333 0.36 6 0.55 1 0.476667




Configuration E_tour_t=5_n=100_const=1
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 4 167.335 0.576753 4 1.29687 3 1.08023 4.4 3.53561 3.40909 3 22.9818 4 58.7524 3 38.9126 0.39 1 0.69 5 0.502 0.31 5 0.61 1 0.498
2 4 167.335 0.412196 4 1.34702 1 0.976206 4.4 3.53561 3.40909 3 4.43344 4 61.5677 2 36.8054 0.37 3 0.66 5 0.494 0.34 5 0.63 3 0.506
3 5 167.335 0.100504 5 1.32403 2 0.851491 4.6 3.02311 3.13043 3 0.343818 5 60.8611 2 30.8998 0.38 2 0.73 5 0.535 0.27 5 0.62 2 0.465
4 4 167.335 0.398073 4 1.29438 1 0.915974 4.8 3.60239 3.375 3 1.48775 4 70.8519 2 37.08 0.38 3 0.64 5 0.49 0.36 5 0.62 3 0.51
5 5 167.335 0.100504 5 1.26737 1 0.79024 4.2 2.97059 3.14286 3 0.113129 5 68.4877 2 29.2759 0.41 1 0.7 5 0.525 0.3 5 0.59 1 0.475
6 4 167.335 0.569594 4 1.30866 1 0.985658 4.6 3.53594 3.17391 3 5.56778 4 56.8804 1 35.2747 0.43 1 0.66 5 0.5 0.34 5 0.57 1 0.5
7 4 167.335 0.635291 4 1.27607 1 1.04051 4.4 3.50893 3.22727 3 8.77424 4 63.7084 2 36.9752 0.39 1 0.68 5 0.496 0.32 5 0.61 1 0.504
8 4 167.335 0.263116 4 1.32057 1 0.926669 4.2 3.47717 3.2381 3 1.45965 4 65.93 2 36.9219 0.41 3 0.69 5 0.502 0.31 5 0.59 3 0.498
9 4 167.335 0.681092 4 1.22654 1 1.02192 4 3.46063 3.35 3 10.381 4 62.8286 2 37.1961 0.4 3 0.65 5 0.486 0.35 5 0.6 3 0.514
10 4 167.335 0.586409 4 1.36335 2 1.01892 4.4 3.5026 3.18182 3 9.28833 4 67.9468 2 38.7495 0.41 2 0.66 5 0.498 0.34 5 0.59 2 0.502




Configuration E_tour_t=2_n=500_const=1
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 13 167.335 0.0447661 13 0.590474 4 0.421431 2 1.6622 1.58115 9 0.00333003 13 29.4804 4 11.6506 0.656 5 0.75 14 0.691857 0.25 14 0.344 5 0.308143
2 13 167.335 0.0447661 13 0.590742 4 0.436599 2 1.66568 1.57282 9 0.00662692 13 29.2127 4 11.6166 0.658 4 0.764 12 0.690571 0.236 12 0.342 4 0.309429
3 13 167.335 0.0447661 13 0.573581 4 0.423828 2 1.66172 1.58115 9 0.00333003 13 29.135 4 11.5857 0.652 2 0.754 13 0.690429 0.246 13 0.348 2 0.309571
4 13 167.335 0.0447661 13 0.572967 4 0.421573 2 1.66449 1.65306 9 0.00333003 13 26.8439 4 11.6531 0.65 1 0.756 13 0.691571 0.244 13 0.35 1 0.308429
