
Configuration FH_rang_c=0.945_n=100
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
5 12 167.335 0.119159 12 0.578372 4 0.46442 2 1.72162 1.55981 9 0.0692371 12 29.8326 4 12.3052 0.656 5 0.744 12 0.689231 0.256 12 0.344 5 0.310769
6 12 167.335 0.110208 12 0.598023 4 0.452516 2 1.71966 1.56931 9 0.0199802 12 29.3352 4 12.5847 0.644 8 0.742 13 0.681385 0.258 13 0.356 8 0.318615
7 12 167.335 0.156589 12 0.572882 6 0.467802 2 1.71892 1.53731 9 0.199033 12 24.1927 4 12.5687 0.656 7 0.756 13 0.686923 0.244 13 0.344 7 0.313077
8 12 167.335 0.0898027 12 0.578126 4 0.446106 2 1.72177 1.56731 9 0.0133201 12 28.5189 4 12.3896 0.658 5 0.756 13 0.686462 0.244 13 0.342 5 0.313538
9 12 167.335 0.119159 12 0.608313 4 0.45612 2 1.72026 1.56716 9 0.0463885 12 30.4792 4 12.2692 0.656 4 0.746 13 0.687692 0.254 13 0.344 4 0.312308
10 12 167.335 0.198749 12 0.582478 4 0.459819 2 1.71384 1.63483 9 0.24933 12 31.2802 4 12.7259 0.658 3 0.74 13 0.686 0.26 13 0.342 3 0.314




Configuration E_tour_t=4_n=500_const=1
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 6 167.335 0.275815 6 1.11461 2 0.790857 4 3.07719 2.06699 5 0.290778 6 54.2454 2 25.2429 0.454 3 0.686 7 0.529143 0.314 7 0.546 3 0.470857
2 6 167.335 0.362398 6 1.11952 2 0.812311 4 3.07697 2.13592 5 0.42696 6 55.8511 2 25.1693 0.468 2 0.652 7 0.522286 0.348 7 0.532 2 0.477714
3 6 167.335 0.228948 6 1.11918 2 0.80294 4 3.08739 2.13744 5 0.256936 6 56.0492 2 25.1023 0.464 4 0.674 7 0.53 0.326 7 0.536 4 0.47
4 6 167.335 0.300022 6 1.11103 2 0.820247 4 3.05984 2.17857 5 0.327322 6 50.8037 2 25.2485 0.462 1 0.668 7 0.528286 0.332 7 0.538 1 0.471714
5 6 167.335 0.355392 6 1.08854 2 0.831703 4 3.07773 2.14563 5 0.612265 6 58.4493 2 24.6104 0.46 1 0.694 7 0.528857 0.306 7 0.54 1 0.471143
6 6 167.335 0.342574 6 1.13268 2 0.815163 4 3.06275 2.17766 5 0.315066 6 55.0054 2 25.1695 0.454 3 0.688 7 0.526286 0.312 7 0.546 3 0.473714
7 6 167.335 0.332881 6 1.10101 2 0.868893 4 3.07995 2.13942 5 0.961478 6 48.6058 2 25.1374 0.464 3 0.682 7 0.528571 0.318 7 0.536 3 0.471429
8 6 167.335 0.376235 6 1.11762 2 0.795057 4 3.06523 2.22335 5 0.206462 6 55.6057 2 24.7792 0.466 2 0.682 7 0.532286 0.318 7 0.534 2 0.467714
9 6 167.335 0.394143 6 1.14438 2 0.841278 4 3.07701 2.07212 5 0.480074 6 58.4477 2 24.5384 0.446 1 0.68 7 0.530571 0.32 7 0.554 1 0.469429
10 6 167.335 0.360281 6 1.11319 2 0.835225 3.75 3.05852 2.29016 5 0.793075 6 56.4157 2 25.4518 0.446 1 0.672 7 0.519143 0.328 7 0.554 1 0.480857




Configuration E_tour_t=5_n=500_const=1
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 6 167.335 0.0447661 6 1.27931 2 0.784501 5 3.36473 3.25217 4 0.00333003 6 64.882 2 25.2429 0.404 3 0.692 7 0.515143 0.308 7 0.596 3 0.484857
2 6 167.335 0.0447661 6 1.27804 2 0.818473 5 3.36276 3.32743 4 0.00662692 6 64.8519 2 25.1693 0.392 2 0.682 7 0.506857 0.318 7 0.608 2 0.493143
3 5 167.335 0.410542 5 1.24443 2 0.936579 4.8 3.80229 3.31481 4 0.922101 5 64.741 2 30.1228 0.4 3 0.668 6 0.487667 0.332 6 0.6 3 0.512333
4 6 167.335 0.0447661 6 1.2614 2 0.806382 5 3.35431 3.19298 4 0.00333003 6 59.0344 2 25.2485 0.402 1 0.684 6 0.511429 0.316 6 0.598 1 0.488571
5 6 167.335 0.0447661 6 1.26607 1 0.812502 5 3.3739 3.1 4 0.00989102 6 66.4495 2 24.6104 0.398 2 0.684 6 0.516571 0.316 6 0.602 2 0.483429
6 5 167.335 0.4972 5 1.2978 2 0.949411 5 3.80612 3.21818 4 0.800039 5 64.7578 2 30.2033 0.412 4 0.666 6 0.486667 0.334 6 0.588 4 0.513333
7 6 167.335 0.0447661 6 1.25944 2 0.851575 5 3.36762 3.08403 4 0.0163221 6 55.796 2 25.1374 0.402 1 0.69 7 0.509714 0.31 7 0.598 1 0.490286
8 5 167.335 0.527318 5 1.25787 1 0.910789 4.8 3.81498 3.22321 4 0.580972 5 62.8728 2 29.7351 0.408 2 0.696 6 0.49 0.304 6 0.592 2 0.51
9 6 167.335 0.0447661 6 1.29017 1 0.810812 4.6 3.32563 3.38095 4 0.00662692 6 63.9305 2 24.5384 0.402 2 0.69 7 0.513714 0.31 7 0.598 2 0.486286
10 5 167.335 0.590308 5 1.29084 2 0.96605 4.8 3.81312 3.3578 4 1.95246 5 66.9906 2 30.5422 0.4 3 0.682 6 0.480333 0.318 6 0.6 3 0.519667




Configuration E_tour_t=2_n=1000_const=1
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 13 167.335 0.154094 13 0.587214 4 0.470537 2 1.74039 1.58438 10 0.123492 13 29.6514 4 11.7085 0.662 7 0.751 13 0.686786 0.249 13 0.338 7 0.313214
2 13 167.335 0.135388 13 0.593077 4 0.468651 2 1.73907 1.59115 10 0.0299703 13 28.6781 4 11.6533 0.655 4 0.753 14 0.684071 0.247 14 0.345 4 0.315929
3 13 167.335 0.0898027 13 0.574528 5 0.444515 2 1.74245 1.61576 10 0.0133201 13 28.7024 4 11.5024 0.659 1 0.752 14 0.683571 0.248 14 0.341 1 0.316429
4 14 167.335 0.0316386 14 0.583536 5 0.418265 2 1.68819 1.601 10 0.00166501 14 26.7469 4 10.9037 0.66 3 0.761 13 0.6894 0.239 13 0.34 3 0.3106
5 14 167.335 0.0447661 14 0.568195 5 0.42306 2 1.69019 1.57583 10 0.00333003 14 27.3872 3 10.7269 0.652 3 0.756 14 0.690467 0.244 14 0.348 3 0.309533
6 14 167.335 0.0316386 14 0.593051 4 0.43353 2 1.68876 1.62095 10 0.00331346 14 29.89 4 10.6743 0.657 4 0.753 15 0.689867 0.247 15 0.343 4 0.310133
7 13 167.335 0.0952981 13 0.562916 5 0.460384 2 1.74274 1.58273 10 0.0149851 13 27.8387 3 11.5425 0.659 9 0.751 13 0.683429 0.249 13 0.341 9 0.316571
8 13 167.335 0.135388 13 0.579775 5 0.463693 2 1.74214 1.58333 10 0.0299703 13 27.2745 4 11.6706 0.658 5 0.756 14 0.682429 0.244 14 0.342 5 0.317571
9 14 167.335 0.0447661 14 0.577054 4 0.421653 2 1.68764 1.63265 10 0.00333003 14 29.1978 4 10.7932 0.657 3 0.755 14 0.688467 0.245 14 0.343 3 0.311533
10 13 167.335 0.127515 13 0.585516 4 0.468216 2 1.7411 1.57531 10 0.0266402 13 27.4765 4 11.5965 0.648 9 0.746 14 0.6825 0.254 14 0.352 9 0.3175




Configuration E_tour_t=4_n=1000_const=1
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 7 167.335 0.105463 7 1.13527 2 0.793917 4 2.99828 2.83333 5 0.0544006 7 55.3281 2 21.7443 0.454 3 0.682 8 0.529125 0.318 8 0.546 3 0.470875
2 7 167.335 0.0898027 7 1.11696 2 0.762468 4 2.99318 2.81385 5 0.0133201 7 52 2 21.6418 0.467 1 0.701 8 0.537375 0.299 8 0.533 1 0.462625
3 7 167.335 0.114766 7 1.13267 2 0.758969 4 2.9882 2.82379 5 0.0216452 7 57.5012 2 21.3616 0.459 4 0.689 7 0.535875 0.311 7 0.541 4 0.464125
4 7 167.335 0.149983 7 1.18186 2 0.765948 4 2.97811 2.819 5 0.0366303 7 54.6691 2 21.8074 0.451 2 0.695 8 0.534 0.305 8 0.549 2 0.466
5 7 167.335 0.114766 7 1.15276 2 0.761191 4 2.99149 2.83406 5 0.0216452 7 56.1163 2 21.4538 0.453 2 0.703 8 0.536375 0.297 8 0.547 2 0.463625
6 7 167.335 0.149983 7 1.09935 2 0.777691 4 2.99254 2.72766 5 0.0728962 7 56.2301 2 21.3486 0.458 3 0.681 7 0.53325 0.319 7 0.542 3 0.46675
7 7 167.335 0.142857 7 1.11463 2 0.76783 4 2.99298 2.83117 5 0.0333003 7 55.0211 2 21.436 0.451 4 0.688 8 0.533375 0.312 8 0.549 4 0.466625
8 7 167.335 0.156813 7 1.11584 2 0.774191 4 2.97348 2.83871 5 0.0399604 7 52.1524 2 21.6739 0.462 1 0.676 7 0.52975 0.324 7 0.538 1 0.47025
9 7 167.335 0.135388 7 1.12566 2 0.758985 4 2.99112 2.82174 5 0.0299703 7 56.0193 2 21.5864 0.455 3 0.681 8 0.531375 0.319 8 0.545 3 0.468625
10 7 167.335 0.149983 7 1.1367 2 0.792802 4 2.98267 2.86036 5 0.0366303 7 53.3374 2 21.5364 0.456 2 0.68 7 0.533375 0.32 7 0.544 2 0.466625




Configuration E_tour_t=5_n=1000_const=1
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 6 167.335 0.214878 6 1.30233 2 0.911356 5 3.61984 2.08061 5 0.227347 6 65.0093 2 25.3684 0.406 2 0.671 7 0.493571 0.329 7 0.594 2 0.506429
2 6 167.335 0.230919 6 1.28993 2 0.878155 4.8 3.61483 2.0859 5 0.0931911 6 62.1787 2 25.2487 0.407 3 0.662 7 0.492429 0.338 7 0.593 3 0.507571
3 6 167.335 0.201452 6 1.25566 1 0.853624 5 3.64285 2.00208 5 0.0649356 6 64.3958 2 24.9219 0.4 1 0.672 7 0.495286 0.328 7 0.6 1 0.504714
4 6 167.335 0.163383 6 1.28398 2 0.846871 5 3.63363 2.10823 5 0.0432904 6 62.1793 2 25.442 0.411 1 0.674 7 0.493714 0.326 7 0.589 1 0.506286
5 6 167.335 0.196014 6 1.27643 2 0.864767 5 3.62245 2.12115 5 0.0616055 6 63.3718 2 25.0294 0.408 1 0.67 6 0.495286 0.33 6 0.592 1 0.504714
6 6 167.335 0.219007 6 1.26911 1 0.898167 5 3.62857 2.04721 5 0.154051 6 63.8738 2 24.9067 0.4 1 0.666 6 0.489286 0.334 6 0.6 1 0.510714
7 6 167.335 0.177261 6 1.25508 2 0.877666 5 3.62956 2.08405 5 0.0615393 6 62.6779 2 25.0087 0.41 3 0.675 6 0.495286 0.325 6 0.59 3 0.504714
8 6 167.335 0.222874 6 1.2535 2 0.871665 5 3.62024 2.08553 5 0.0848826 6 59.7936 2 25.2862 0.409 4 0.668 7 0.490571 0.332 7 0.591 4 0.509429
9 6 167.335 0.231821 6 1.29675 2 0.860609 5 3.63777 1.98121 5 0.0849158 6 66.0508 2 25.1842 0.406 2 0.68 7 0.499714 0.32 7 0.594 2 0.500286
10 6 167.335 0.175863 6 1.26928 2 0.892381 5 3.66075 4.0813 4 0.0499504 6 60.5788 2 25.1258 0.398 4 0.662 6 0.492714 0.338 6 0.602 4 0.507286




Configuration E_rang_c=0.945_n=100_const=2
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 4 28001.1 0.483756 4 1.19323 2 0.933122 4.83333 3.71525 2.7931 3 2647.19 1 12628.1 3 6830.06 0.46 1 0.48 2 0.476 0.52 2 0.54 1 0.524
2 5 28001.1 0.100504 5 1.29466 2 0.790898 5 3.07055 3.04 3 110.176 5 11161 2 5211 0.48 1 0.48 1 0.48 0.52 1 0.52 1 0.52
3 5 28001.1 0.100504 5 1.3344 2 0.800312 5 3.07055 3.04 3 103.245 5 11039.7 3 5407.92 0.48 2 0.49 1 0.481667 0.51 1 0.52 2 0.518333
4 5 28001.1 0.100504 5 1.27397 2 0.682945 5 3.06602 3 3 16.3066 5 13017.7 2 5234.8 0.48 2 0.51 1 0.485 0.49 1 0.52 2 0.515
5 5 28001.1 0.100504 5 1.23659 2 0.763166 5 3.07055 3.04 3 50.7574 5 12106.8 2 5158.33 0.48 2 0.5 1 0.483333 0.5 1 0.52 2 0.516667
6 5 28001.1 0.100504 5 1.35279 1 0.830446 5 3.07055 3.04 3 55.297 5 9956.17 2 5084.72 0.45 1 0.48 2 0.475 0.52 2 0.55 1 0.525
7 5 28001.1 0.100504 5 1.26003 1 0.821585 4.66667 3.15428 2.85714 3 88.5224 5 10537.3 2 5235.28 0.46 1 0.48 2 0.476667 0.52 2 0.54 1 0.523333
8 5 28001.1 0.100504 5 1.30579 2 0.752509 5 3.07055 3.04 3 5.54459 5 11926.8 2 5217.15 0.47 1 0.48 2 0.478333 0.52 2 0.53 1 0.521667
9 4 28001.1 0.482037 4 1.27487 2 0.987041 4.66667 3.69345 2.85714 3 2012.48 4 10631.4 2 6578.42 0.48 3 0.5 1 0.486 0.5 1 0.52 3 0.514
10 5 28001.1 0.100504 5 1.33574 2 0.782862 5 3.07055 3.04 3 99.6738 5 10417.2 2 5392.57 0.48 2 0.5 1 0.483333 0.5 1 0.52 2 0.516667




Configuration E_rang_c=0.955_n=100_const=2
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 5 28001.1 0.274155 5 1.07288 3 0.734905 4.25 2.85029 3.23529 3 1576.58 5 10069 3 5464.05 0.51 1 0.54 2 0.535 0.46 2 0.49 1 0.465
2 6 28001.1 0.100504 6 1.14586 2 0.650192 4.25 2.5418 3.23529 3 26.6466 6 9501.74 2 4342.5 0.54 1 0.54 1 0.54 0.46 1 0.46 1 0.46
3 5 28001.1 0.21572 5 1.11315 2 0.757721 4.2 2.94745 2.95238 3 680.22 5 10539 3 5407.92 0.54 2 0.57 1 0.545 0.43 1 0.46 2 0.455
4 5 28001.1 0.144083 5 1.12864 2 0.659112 4.25 2.85029 3.23529 3 363.398 5 10890.8 2 5234.8 0.54 1 0.55 4 0.541667 0.45 4 0.46 1 0.458333
5 5 28001.1 0.215547 5 1.10869 2 0.73469 4.2 2.95211 3 3 241.208 5 10564.8 2 5158.33 0.52 1 0.54 2 0.536667 0.46 2 0.48 1 0.463333
6 6 28001.1 0.100504 6 1.10677 2 0.656247 4.2 2.62669 3 3 55.297 6 9562.11 2 4237.26 0.54 2 0.57 1 0.544286 0.43 1 0.46 2 0.455714
7 5 28001.1 0.228046 5 1.13829 2 0.789964 4.2 2.94745 2.95238 3 467.628 5 9213.61 2 5235.28 0.54 2 0.55 1 0.541667 0.45 1 0.46 2 0.458333
8 6 28001.1 0.100504 6 1.14224 2 0.623205 4.25 2.5418 3.23529 3 5.54459 6 10030.5 2 4347.62 0.54 1 0.54 1 0.54 0.46 1 0.46 1 0.46
9 6 28001.1 0.100504 6 1.12895 2 0.682858 4.25 2.5418 3.23529 3 84.654 6 8902.42 2 4385.61 0.54 2 0.55 1 0.541429 0.45 1 0.46 2 0.458571
10 6 28001.1 0.100504 6 1.10784 2 0.644397 4.25 2.5418 3.23529 3 186.804 6 10199.9 3 4493.81 0.5 1 0.55 2 0.537143 0.45 2 0.5 1 0.462857




Configuration E_rang_c=0.979_n=100_const=2
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 9 28001.1 0.142459 9 0.533162 5 0.375588 2.33333 1.78322 1.72727 5 477.733 9 6150.08 5 3035.58 0.73 1 0.75 2 0.748 0.25 2 0.27 1 0.252
2 10 28001.1 0.100504 10 0.599152 3 0.364656 2.33333 1.70294 1.75 5 26.6466 10 5632.99 3 2605.5 0.73 1 0.75 2 0.748182 0.25 2 0.27 1 0.251818
3 10 28001.1 0.100504 10 0.570292 5 0.382986 2.5 1.66778 1.56818 6 103.245 10 5561.97 5 2703.96 0.74 6 0.77 1 0.750909 0.23 1 0.26 6 0.249091
4 9 28001.1 0.135926 9 0.577869 3 0.352379 2.33333 1.78277 1.72727 5 47.9701 9 6172.25 4 2908.22 0.75 2 0.79 1 0.754 0.21 1 0.25 2 0.246
5 9 28001.1 0.122242 8 0.583021 3 0.380438 2.33333 1.78121 1.75 5 196.396 9 5885.59 3 2865.74 0.72 1 0.75 2 0.746 0.25 2 0.28 1 0.254
6 9 28001.1 0.137852 9 0.576215 2 0.422044 2.33333 1.77818 1.77419 5 151.328 9 5073.24 3 2824.84 0.72 1 0.75 2 0.747 0.25 2 0.28 1 0.253
7 10 28001.1 0.142857 10 0.5762 3 0.404903 2 1.65578 1.64103 6 177.045 10 4723.35 4 2617.64 0.73 1 0.75 2 0.748182 0.25 2 0.27 1 0.251818
8 10 28001.1 0.0100935 9 0.58757 4 0.353776 2.5 1.67095 1.52174 6 11.0892 9 5722.76 4 2608.57 0.72 1 0.75 2 0.746364 0.25 2 0.28 1 0.253636
9 10 28001.1 0.100504 10 0.58493 4 0.389573 2.5 1.67728 1.52083 6 84.654 10 5243.32 4 2631.37 0.75 2 0.76 1 0.750909 0.24 1 0.25 2 0.249091
10 10 28001.1 0.100504 10 0.571204 5 0.37926 2 1.65355 1.65789 6 80.7076 10 5638.37 5 2696.28 0.75 2 0.77 1 0.751818 0.23 1 0.25 2 0.248182




Configuration E_rang_c=0.945_n=500_const=2
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 3 28001.1 0.299423 3 3.58012 1 1.77639 14.1786 14.4793 14.1786 2 223.97 3 15372.7 1 8880.4 0.152 1 0.154 2 0.1535 0.846 2 0.848 1 0.8465
2 3 28001.1 0.486665 3 3.53484 1 1.81119 14.4815 14.2534 14.4815 2 280.183 3 15380.4 1 8859.2 0.152 3 0.158 1 0.154 0.842 1 0.848 3 0.846
3 3 28001.1 0.356756 3 3.52964 1 1.75198 14.4815 14.2534 14.4815 2 229.558 3 15870.9 1 8834.69 0.154 2 0.158 1 0.155 0.842 1 0.846 2 0.845
4 3 28001.1 0.342879 3 3.56652 1 1.81305 14.5185 14.2647 14.5185 2 231.923 3 14152.1 1 8911.95 0.152 2 0.158 1 0.154 0.842 1 0.848 2 0.846
5 3 28001.1 0.503933 3 3.37891 1 1.71826 14.5185 14.2647 14.5185 2 407.896 3 17393.6 1 8701.89 0.152 4 0.16 1 0.155 0.84 1 0.848 4 0.845
6 3 28001.1 0.41313 3 3.60146 1 1.79164 14.2143 14.4902 14.2143 2 168.86 3 15393.2 1 8878.75 0.152 1 0.154 3 0.153 0.846 3 0.848 1 0.847
7 3 28001.1 0.448943 3 3.56012 1 1.95467 14.2143 14.4902 14.2143 2 634.899 3 13103.8 1 8909.3 0.152 1 0.154 3 0.1525 0.846 3 0.848 1 0.8475
8 3 28001.1 0.460015 3 3.5696 1 1.7373 14.2143 14.4902 14.2143 2 126.024 3 16625.9 1 8797.04 0.146 1 0.154 2 0.1515 0.846 2 0.854 1 0.8485
9 3 28001.1 0.506986 3 3.46073 1 1.74266 14.5185 14.2647 14.5185 2 268.992 3 17028.1 1 8724.84 0.152 2 0.156 1 0.1535 0.844 1 0.848 2 0.8465
10 3 28001.1 0.51835 3 3.56403 1 1.78363 14.5185 14.2647 14.5185 2 498.57 3 15664.1 1 8898.13 0.154 2 0.16 1 0.1555 0.84 1 0.846 2 0.8445




Configuration E_rang_c=0.955_n=500_const=2
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 3 28001.1 0.430356 3 3.20959 1 1.7165 14.4545 12.6756 14.4545 2 583.623 3 13781.7 1 8880.4 0.18 2 0.184 1 0.181 0.816 1 0.82 2 0.819
2 3 28001.1 0.63149 3 3.23049 1 1.78381 14.5 12.6891 14.5 2 536.264 3 14056.2 1 8859.2 0.178 3 0.182 1 0.18 0.818 1 0.822 3 0.82
3 3 28001.1 0.490503 3 3.22909 1 1.7142 14.4545 12.6756 14.4545 2 521.331 3 14519.5 1 8834.69 0.18 2 0.182 1 0.1805 0.818 1 0.82 2 0.8195
4 3 28001.1 0.44073 3 3.22141 1 1.75529 14.2174 12.9155 14.2174 2 550.327 3 13402.8 2 8911.95 0.18 2 0.186 1 0.1815 0.814 1 0.82 2 0.8185
5 3 28001.1 0.67858 3 3.11052 1 1.69123 14.2174 12.9155 14.2174 2 724.364 3 16012 1 8701.89 0.178 2 0.186 1 0.181 0.814 1 0.822 2 0.819
6 3 28001.1 0.525832 3 3.25385 1 1.74759 14.2174 12.9155 14.2174 2 377.238 3 13907.5 1 8878.75 0.18 1 0.18 1 0.18 0.82 1 0.82 1 0.82
7 3 28001.1 0.588814 3 3.18104 1 1.8831 14.2174 12.9155 14.2174 2 1284.62 3 13734.8 2 8909.3 0.18 2 0.192 1 0.183 0.808 1 0.82 2 0.817
8 3 28001.1 0.583602 3 3.25536 1 1.70603 14.2174 12.9155 14.2174 2 250.792 3 15162.3 1 8797.04 0.17 1 0.18 2 0.177 0.82 2 0.83 1 0.823
9 3 28001.1 0.671472 3 3.17234 1 1.71691 14.4545 12.6756 14.4545 2 514.821 3 15609.1 1 8724.84 0.178 3 0.186 1 0.181 0.814 1 0.822 3 0.819
10 3 28001.1 0.725906 3 3.19655 1 1.75232 14.5 12.6891 14.5 2 900.361 3 14049 1 8898.13 0.178 4 0.184 1 0.1805 0.816 1 0.822 4 0.8195




Configuration E_rang_c=0.979_n=500_const=2
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 4 28001.1 0.21454 4 1.95987 1 1.18864 9.45455 6.46425 4.27885 3 109.823 4 13920.2 2 6660.3 0.316 1 0.318 2 0.3168 0.682 2 0.684 1 0.6832
2 4 28001.1 0.332689 4 1.98425 1 1.19613 9.45455 6.46425 4.27885 3 137.592 4 14204.9 2 6644.4 0.316 3 0.324 1 0.3188 0.676 1 0.684 3 0.6812
3 4 28001.1 0.226166 4 1.99521 1 1.1768 9.45455 6.46425 4.27885 3 117.51 4 13841.6 2 6626.02 0.316 4 0.318 1 0.3172 0.682 1 0.684 4 0.6828
4 4 28001.1 0.254786 4 1.93018 1 1.21584 9.5 6.30512 4.56842 3 129.032 4 14311.3 2 6683.96 0.316 3 0.322 1 0.318 0.678 1 0.684 3 0.682
5 4 28001.1 0.376934 4 2.04522 1 1.21075 9.5 6.30512 4.56842 3 244.118 4 12255.6 2 6526.42 0.308 1 0.318 2 0.3152 0.682 2 0.692 1 0.6848
6 4 28001.1 0.283888 4 1.94651 1 1.16941 9.45455 6.46425 4.27885 3 89.827 4 14708.5 2 6659.06 0.316 2 0.32 1 0.3176 0.68 1 0.684 2 0.6824
7 4 28001.1 0.313148 4 1.97527 1 1.30338 9.54545 6.47854 4.24762 3 332.936 4 12963.5 2 6681.97 0.314 1 0.318 3 0.3164 0.682 3 0.686 1 0.6836
8 4 28001.1 0.358818 4 1.99573 1 1.1426 9.6 6.32017 4.53125 3 78.5369 4 14600.7 2 6597.78 0.316 1 0.318 3 0.3168 0.682 3 0.684 1 0.6832
9 4 28001.1 0.338739 4 2.02176 1 1.18333 9.6 6.31823 4.52083 3 171.472 4 13254.1 2 6543.63 0.316 2 0.324 1 0.318 0.676 1 0.684 2 0.682
10 4 28001.1 0.388318 4 1.92342 1 1.20688 9.5 6.30316 4.55789 3 307.748 4 14347 2 6673.59 0.312 1 0.318 2 0.3164 0.682 2 0.688 1 0.6836




Configuration E_rang_c=0.945_n=1000_const=2
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 3 28001.1 0.211724 3 4.61163 1 2.0583 17.3636 24.4703 17.3636 2 77.9867 3 19353.3 1 8901.27 0.089 2 0.09 1 0.08925 0.91 1 0.911 2 0.91075
2 3 28001.1 0.210372 3 4.76305 1 2.03014 17.3818 24.4759 17.3818 2 25.4832 3 19581 1 8904.6 0.089 2 0.092 1 0.08975 0.908 1 0.911 2 0.91025
3 3 28001.1 0.214535 3 4.52293 1 1.88657 17.3818 24.4759 17.3818 2 24.3962 3 21224.2 1 8806.35 0.089 2 0.092 1 0.08975 0.908 1 0.911 2 0.91025
4 3 28001.1 0.157412 3 4.7363 1 2.08639 17.3636 24.4703 17.3636 2 29.0088 3 18561.2 1 8932.6 0.088 1 0.09 2 0.089 0.91 2 0.912 1 0.911
5 3 28001.1 0.217072 3 4.59331 1 1.97423 17.3636 24.4703 17.3636 2 24.9507 3 20215.1 1 8846.64 0.088 1 0.089 2 0.08875 0.911 2 0.912 1 0.91125
6 3 28001.1 0.215527 3 4.33007 1 1.93092 17.3636 24.4703 17.3636 2 51.0054 3 20253.1 1 8790.83 0.089 2 0.092 1 0.08975 0.908 1 0.911 2 0.91025
7 3 28001.1 0.212935 3 4.49488 1 1.98603 17.3636 24.4703 17.3636 2 26.0376 3 19644.7 1 8834.57 0.089 2 0.09 1 0.08925 0.91 1 0.911 2 0.91075
8 3 28001.1 0.210372 3 4.69405 1 2.05428 17.3818 24.4759 17.3818 2 25.4832 3 18662.7 1 8904.64 0.089 2 0.092 1 0.08975 0.908 1 0.911 2 0.91025
9 3 28001.1 0.214535 3 4.62351 1 1.95516 17.3818 24.4759 17.3818 2 24.3962 3 20615.9 1 8858.21 0.089 1 0.089 1 0.089 0.911 1 0.911 1 0.911
